id,keyword,volume,position,estimated_visits,cpc,paid_difficulty,seo_difficulty,ranking_url,city,state,country,region,url_location,area,category,business_category,product_category,source,url_keyword,unknown_col,remaining_url_keywords,priority
5913,fat bike,22200,26,59,$0.01,97,54,https://www.olx.in/en-in/bicycles_c1415/q-fat,,,,,,,,,,olx.in,fat,,en bicycles c1415,1
5914,etios liva,18100,3,2932,$0.08,1,24,https://www.olx.in/cars_c84/q-etios-liva,,,,,,,,,,olx.in,etios liva,,cars c84,1
5915,discovery car price,18100,26,43,$0.59,5,20,https://www.olx.in/en-in/cars_c84/q-land-rover-discovery,,,,,,,,,,olx.in,discovery,,en cars c84 land rover,1
5916,cycling for gym,18100,7,848,$0.07,100,45,https://www.olx.in/gym-fitness_c771/q-exercise-cycle,,,,,,,,,,olx.in,gym,,fitness c771 exercise cycle,1
5917,cpu motherboard price,18100,15,164,$0.01,71,40,https://www.olx.in/en-in/computer-accessories_c1515/q-motherboard,,,,,,,,,,olx.in,motherboard,,en computer accessories c1515,1
5918,car k10,14800,54,38,$0.19,15,32,https://www.olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-sion-east-mumbai-iid-1839857218,Mumbai,,,,Mumbai,,,,,olx.in,k10,,item cars c84 used maruti suzuki alto sion iid 1839857218,1
5919,bolero black,12100,26,43,$0.10,1,31,https://www.olx.in/cars_c84/q-black-bolero,,,,,,,,,,olx.in,bolero black,,cars c84,1
5920,murali nagar,18100,12,271,$0,4,25,https://www.olx.in/murali-nagar_g5301131/for-sale-houses-apartments_c1725,,,,,,,,,,olx.in,murali nagar,,g5301131 sale houses apartments c1725,1
5921,mercedes mpv v class,18100,75,38,$0.50,5,23,https://www.olx.in/en-in/cars_c84/q-mercedes-benz?filter=model_eq_mercedes-benz-v-class,,,,,,,,,,olx.in,mercedes,,en cars c84 benz,1
5922,low price bmw car in india,18100,20,77,$0.38,2,54,https://www.olx.in/cars_c84?filter=make_eq_bmw,,,,,,,,,,olx.in,,,cars c84,1
5923,laptops gaming,18100,20,77,$0.07,77,39,https://www.olx.in/computers-laptops_c1505/q-gaming-laptop,,,,,,,,,,olx.in,laptops gaming,,computers c1505 laptop,1
5924,john deere 5050d price,18100,37,38,$0.41,1,11,https://www.olx.in/en-in/items/q-john-deere-5050d,,,,,,,,,,olx.in,john deere 5050d,,en items,1
5925,jobs from home online part time,18100,15,135,$0,1,31,https://www.olx.in/en-in/ludhiana_g4059085/jobs_c4?filter=work_mode_eq_work_from_home,Ludhiana,,,,Ludhiana,,,,,olx.in,jobs,,en g4059085 c4,1
5926,wagon r vxi on road price delhi,18100,44,38,$0.14,13,31,https://www.olx.in/en-in/delhi_g4058659/cars_c84/q-wagon-r-vxi,Delhi,Delhi,India,North,Delhi,,,,,olx.in,wagon vxi,,en g4058659 cars c84,1
5927,volkswagen cars jetta,18100,8,848,$0.10,1,54,https://www.olx.in/en-in/cars_c84/q-volkswagen-jetta,,,,,,,,,,olx.in,volkswagen cars jetta,,en c84,1
5928,type c cable to type c,12100,78,38,$0.02,89,40,https://www.olx.in/item/accessories-c1457-mobile-in-lambrupali-sohela-iid-1840306448,,,,,,,,,,olx.in,,,item accessories c1457 mobile lambrupali sohela iid 1840306448,1
5929,triumph bobber motorcycle,18100,50,38,$0.05,1,33,https://www.olx.in/motorcycles_c81?filter=model_eq_triumph-bonneville-bobber,,,,,,,,,,olx.in,,,motorcycles c81,1
5930,top mileage cars in india,14800,32,38,$0.01,9,12,https://www.olx.in/blog/cars/best-mileage-car-in-india/,,,India,,,,,,,olx.in,mileage cars,,blog best car,1
5931,toyota land cruiser price in india,18100,21,77,$0.01,1,11,https://www.olx.in/en-in/cars_c84/q-land-cruiser,,,,,,,,,,olx.in,land cruiser,,en cars c84,1
5932,second hand car fortuner,18100,2,2932,$0.03,7,21,https://www.olx.in/cars_c84/q-fortuner,,,,,,,,,,olx.in,fortuner,,cars c84,1
5933,samsung galaxy s10,18100,27,39,$0.20,37,30,https://www.olx.in/en-in/mobile-phones_c1453/q-samsung-s10,,,,,,,,,,olx.in,samsung s10,,en mobile phones c1453,1
5934,samsung galaxy m31,27100,21,77,$0.30,60,40,https://www.olx.in/en-in/mobile-phones_c1453/q-samsung-m31,,,,,,,,,,olx.in,samsung m31,,en mobile phones c1453,1
5935,royal hunter 350,18100,25,59,$0.16,8,44,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-royal-enfield-hunter-350,,,,,,,,,,olx.in,,,motorcycles c81,1
5936,okinawa electric scooter,18100,15,164,$0.09,23,25,https://www.olx.in/en-in/scooters_c1413?filter=make_eq_okinawa,,,,,,,,,,olx.in,,,en scooters c1413,1
5937,nissan micra,22200,10,356,$0.09,1,24,https://www.olx.in/en-in/nissan-cars_c84/q-micra,,,,,,,,,,olx.in,nissan micra,,en cars c84,1
5938,new model phones,18100,89,38,$0.01,98,73,https://www.olx.in/item/mobile-phones-c1453-used-samsung-in-i-t-c-road-saharanpur-iid-1840348086,,,,,,,,,,olx.in,phones,,item mobile c1453 used samsung road saharanpur iid 1840348086,1
5939,nehru vihar,18100,41,38,$0.12,3,19,https://www.olx.in/properties_c3/q-nehru-vihar,,,,,,,,,,olx.in,nehru vihar,,properties c3,1
5940,motherboard price,18100,20,92,$0.01,94,52,https://www.olx.in/en-in/computer-accessories_c1515/q-motherboard,,,,,,,,,,olx.in,motherboard,,en computer accessories c1515,1
5941,microsoft nokia lumia,18100,13,271,$0.01,5,45,https://www.olx.in/en-in/mobiles_c1411/q-lumia,,,,,,,,,,olx.in,lumia,,en mobiles c1411,1
5942,mechanical watches for men,18100,45,38,$0.03,100,41,https://www.olx.in/men_c1793/q-automatic-watch,,,,,,,,,,olx.in,men,,c1793 automatic watch,1
5943,royal enfield himalayan cost,18100,21,77,$0.35,1,35,https://www.olx.in/motorcycles_c81/q-himalayan,,,,,,,,,,olx.in,himalayan,,motorcycles c81,1
5944,realme 10 pro 5g,18100,32,38,$0.01,52,47,https://www.olx.in/en-in/items/q-realme-10-pro-5g,,,,,,,,,,olx.in,realme 10 pro 5g,,en items,1
5945,rado watch price in india,18100,27,43,$0.12,89,37,https://www.olx.in/men_c1793/q-rado-watches,,,,,,,,,,olx.in,rado,,men c1793 watches,1
5946,ps 1,18100,42,38,$0.06,1,29,https://www.olx.in/en-in/games-entertainment_c93/q-playstation-1,,,,,,,,,,olx.in,,,en games entertainment c93 playstation,1
5947,price of 911 porsche,18100,17,101,$0.19,1,44,https://www.olx.in/en-in/cars_c84?filter=model_eq_porsche-911,,,,,,,,,,olx.in,,,en cars c84,1
5948,price honda civic,22200,21,77,$0.23,1,20,https://www.olx.in/cars_c84/q-honda-civic,,,,,,,,,,olx.in,honda civic,,cars c84,1
5949,porsche cayenne cost in india,18100,41,38,$0.62,2,35,https://www.olx.in/cars_c84/q-porsche-cayenne,,,,,,,,,,olx.in,porsche cayenne,,cars c84,1
5950,playstation 1,18100,9,611,$0.01,1,23,https://www.olx.in/en-in/games-entertainment_c93/q-playstation-1,,,,,,,,,,olx.in,playstation,,en games entertainment c93,1
5951,part time work online home,18100,11,271,$0,1,31,https://www.olx.in/en-in/tamil-nadu_g2001173/q-online-jobs-part-time,,Tamil Nadu,India,South,,,,,,olx.in,part time online,,en g2001173 jobs,1
5952,olx login,18100,1,5502,$0,1,23,https://www.olx.in/en-in/,,,,,,,,,,olx.in,,,en,1
5953,k10 car,18100,26,48,$0.09,15,28,https://www.olx.in/en-in/cars_c84/q-alto-k10,,,,,,,,,,olx.in,k10,,en cars c84 alto,1
5954,jobs in gurgaon,22200,10,356,$0.08,30,29,https://www.olx.in/gurgaon_g4058748/jobs_c4,Gurugram,,,,Gurugram,,,,,olx.in,jobs gurgaon,,g4058748 c4,1
5955,job in chennai tamil nadu,18100,8,463,$0.09,22,56,https://www.olx.in/chennai_g4059162/jobs_c4,Chennai,,,,Chennai,,,,,olx.in,,,g4059162 jobs c4,1
5956,jbl in earphones,18100,42,38,$0.02,93,40,https://www.olx.in/item/accessories-c1457-mobile-in-jogeshwari-east-mumbai-iid-1840369194,Mumbai,,,,Mumbai,,,,,olx.in,,,item accessories c1457 mobile jogeshwari iid 1840369194,1
5957,indian motorcycle scout bobber,18100,20,92,$0.09,1,29,https://www.olx.in/en-in/motorcycles_c81/q-rc-200-in?filter=model_eq_indian-scout-bobber,,,,,,,,,,olx.in,,,en motorcycles c81 rc 200,1
5958,indian car with highest mileage,18100,36,38,$0.02,4,23,https://www.olx.in/blog/cars/best-mileage-car-in-india/,,,India,,,,,,,olx.in,car mileage,,blog cars best,1
5959,indeed find a job,22200,19,77,$0.30,1,56,https://www.olx.in/jobs_c4,,,,,,,,,,olx.in,,,jobs c4,1
5960,hyundai sonata,18100,19,101,$0.66,1,24,https://www.olx.in/en-in/cars_c84/q-sonata,,,,,,,,,,olx.in,sonata,,en cars c84,1
5961,hyderabad chef,18100,22,77,$0.07,3,21,https://www.olx.in/en-in/hyderabad_g4058526/q-chef,Hyderabad,,,,Hyderabad,,,,,olx.in,chef,,en g4058526,1
5962,hp laptop government,18100,7,2932,$0.09,1,18,https://www.olx.in/tamil-nadu_g2001173/games-entertainment_c93/q-government-laptop,,Tamil Nadu,India,South,,,,,,olx.in,laptop government,,g2001173 games entertainment c93,1
5963,hornet 160r,12100,7,1192,$0,1,21,https://www.olx.in/motorcycles_c81?filter=model_eq_honda-cb-hornet-160r,,,,,,,,,,olx.in,,,motorcycles c81,1
5964,homes on sale near me,18100,3,2932,$0.39,47,36,https://www.olx.in/for-sale-houses-apartments_c1725,,,,,,,,,,olx.in,sale,,houses apartments c1725,1
5965,hindi of class 10th,14800,91,38,$0.02,1,57,https://www.olx.in/item/books-c453-class-10th-two-hindi-ncert-books-chitij-in-nawabganj-barabanki-iid-1840272449,,,,,,,,,,olx.in,hindi class 10th,,item books c453 two ncert books chitij nawabganj barabanki iid 1840272449,1
5966,green valley apartments,18100,87,38,$0.10,3,18,https://www.olx.in/khandari_g5339410/for-sale-new-projects-properties_c301,,,,,,,,,,olx.in,,,khandari g5339410 sale new projects properties c301,1
5967,mahindra bolero pickup,22200,6,1192,$0.81,11,23,https://www.olx.in/en-in/commercial-vehicles_c85/q-bolero-pickup,,,,,,,,,,olx.in,bolero pickup,,en commercial vehicles c85,1
5968,lowest price ac,18100,18,101,$0.03,99,48,https://www.olx.in/acs_c1619,,,,,,,,,,olx.in,,,acs c1619,1
5969,honda cars and prices,18100,25,41,$0.15,7,26,https://www.olx.in/cars_c84?filter=make_eq_cars-honda,,,,,,,,,,olx.in,cars,,c84,1
5970,gujarat ahmedabad job,22200,12,356,$0.10,21,41,https://www.olx.in/ahmedabad_g4058677/jobs_c4,Ahmedabad,,,,Ahmedabad,,,,,olx.in,,,g4058677 jobs c4,1
5971,graphics card for laptop,18100,50,38,$0.07,86,36,https://www.olx.in/en-in/computers-laptops_c1505/q-laptop-graphic-cards,,,,,,,,,,olx.in,laptop,,en computers laptops c1505 graphic cards,1
5972,govt hp laptop,18100,5,2932,$0.09,1,19,https://www.olx.in/tamil-nadu_g2001173/games-entertainment_c93/q-government-laptop,,Tamil Nadu,India,South,,,,,,olx.in,laptop,,g2001173 games entertainment c93 government,1
5973,garage sale yard sale,18100,42,38,$0,1,36,https://www.olx.in/en-in/kolkata_g4157275/q-garage-sale,Kolkata,,,,Kolkata,,,,,olx.in,garage sale,,en g4157275,1
5974,ford endeavour price in india,22200,5,1761,$0.01,1,11,https://www.olx.in/cars_c84/q-ford-endeavour,,,,,,,,,,olx.in,ford endeavour,,cars c84,1
5975,dji drone price in india,18100,20,77,$0.03,94,39,https://www.olx.in/cameras-lenses_c1517/q-dji-drones,,,,,,,,,,olx.in,dji,,cameras lenses c1517 drones,1
5976,asus laptops and prices,18100,26,41,$0.04,98,51,https://www.olx.in/computers-laptops_c1505/q-asus-laptop,,,,,,,,,,olx.in,asus laptops,,computers c1505 laptop,1
5977,ahmedabad vacancy,18100,10,271,$0.08,24,28,https://www.olx.in/ahmedabad_g4058677/jobs_c4,Ahmedabad,,,,Ahmedabad,,,,,olx.in,,,g4058677 jobs c4,1
5978,2 seater sofa,18100,8,463,$0.12,100,19,https://www.olx.in/en-in/furniture_c628/q-two-seater-sofa,,,,,,,,,,olx.in,seater sofa,,en furniture c628 two,1
5979,2 bhk,14800,8,2932,$0.66,12,26,https://www.olx.in/en-in/hyderabad_g4058526/q-2bhk-flat-sale,Hyderabad,,,,Hyderabad,,,,,olx.in,,,en g4058526 2bhk flat sale,1
5980,bike spare parts shop near me,18100,11,356,$0.02,5,12,https://www.olx.in/spare-parts_c1587,,,,,,,,,,olx.in,spare parts,,c1587,1
5981,bhopal job vacancy,18100,8,611,$0.08,15,24,https://www.olx.in/bhopal_g4058901/jobs_c4,Bhopal,,,,Bhopal,,,,,olx.in,,,g4058901 jobs c4,1
5982,benelli 600i price in india,18100,9,848,$0,1,10,https://www.olx.in/en-in/motorcycles_c81/q-benelli-600i,,,,,,,,,,olx.in,benelli 600i,,en motorcycles c81,1
5983,bed gadda,18100,51,38,$0.11,98,28,https://www.olx.in/item/beds-wardrobes-c1591-double-bed-mattress-double-bed-gadda-in-chandra-nagar-indore-iid-1840317908,Indore,,,,Indore,,,,,olx.in,bed gadda,,item beds wardrobes c1591 double mattress double bed chandra nagar iid 1840317908,1
5984,work part time at home online,18100,9,463,$0,1,35,https://www.olx.in/hyderabad_g4058526/jobs_c4?filter=work_mode_eq_work_from_home,Hyderabad,,,,Hyderabad,,,,,olx.in,,,g4058526 jobs c4,1
5985,washing machine automatic and semi automatic,18100,90,38,$0.04,100,30,https://www.olx.in/item/washing-machines-c1615-godrej-78-kg-semi-automatic-washing-machine-good-condition-in-nyajupura-muzaffarnagar-iid-1840382224,,,,,,,,,,olx.in,washing machine automatic semi,,item machines c1615 godrej 78 kg washing good condition nyajupura muzaffarnagar iid 1840382224,1
5986,easy chair,18100,28,43,$0.03,84,49,https://www.olx.in/furniture_c628/q-easy-chair,,,,,,,,,,olx.in,easy chair,,furniture c628,1
5987,ducati bike price,22200,51,38,$0.01,3,20,https://www.olx.in/motorcycles_c81?filter=make_eq_motorcycles-ducati,,,,,,,,,,olx.in,,,motorcycles c81,1
5988,dhouj,18100,26,43,$0.06,2,18,https://www.olx.in/en-in/dhouj_g5460513/for-rent-houses-apartments_c1723,,,,,,,,,,olx.in,dhouj,,en g5460513 rent houses apartments c1723,1
5989,dell monitor,18100,25,41,$0.18,100,54,https://www.olx.in/en-in/electronics-appliances_c99/q-dell-monitors,,,,,,,,,,olx.in,dell,,en electronics appliances c99 monitors,1
5990,delhi temple,18100,109,38,$0.02,2,58,https://www.olx.in/item/home-decor-garden-c575-marble-temple-for-sale-in-kohat-enclave-delhi-iid-1840296812,Delhi,Delhi,India,North,Delhi,,,,,olx.in,temple,,item home decor garden c575 marble sale kohat enclave iid 1840296812,1
5991,dehradun classified ads,18100,3,1761,$0.92,1,21,https://www.olx.in/en-in/dehradun_g4059236/_c65/q-jobs,Dehradun,,,,Dehradun,,,,,olx.in,,,en g4059236 c65 jobs,1
5992,cycle market in delhi,18100,17,164,$0.10,1,31,https://www.olx.in/delhi_g4058659/bicycles_c1415,Delhi,Delhi,India,North,Delhi,,,,,olx.in,,,g4058659 bicycles c1415,1
5993,cr note,18100,60,38,$0,1,40,https://www.olx.in/blog/expert-advice/debit-note-vs-credit-note/,,,,,,,,,,olx.in,note,,blog expert advice debit vs credit note,1
5994,computer hardware and,18100,69,38,$0.18,4,66,https://www.olx.in/item/it-engineer-developer-c56-full-time-in-aish-bagh-housing-board-colony-bhopal-iid-1840389847,Bhopal,,,,Bhopal,,,,,olx.in,,,item it engineer developer c56 full time aish bagh housing board colony iid 1840389847,1
5995,cloth hanging stand,18100,32,38,$0.08,99,48,https://www.olx.in/en-in/furniture_c628/q-clothing-stand,,,,,,,,,,olx.in,stand,,en furniture c628 clothing,1
5996,classic 500,18100,6,1761,$0.10,1,19,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_motorcycles-royal-enfield-classic-500,,,,,,,,,,olx.in,,,en motorcycles c81,1
5997,cherthala town,14800,26,48,$0,1,23,https://www.olx.in/en-in/cherthala_g4058863/q-house-for-sale,,,,,,,,,,olx.in,cherthala,,en g4058863 house sale,1
5998,car rental kochi,18100,27,41,$0.14,68,39,https://www.olx.in/en-in/kochi_g4058873/q-rent-a-car,Kochi,,,,Kochi,,,,,olx.in,car,,en g4058873 rent,1
5999,car rent ernakulam,18100,16,164,$0.29,65,17,https://www.olx.in/en-in/ernakulam_g5439833/q-rent-car,,,,,,,,,,olx.in,car rent ernakulam,,en g5439833,1
6000,car honda wr v,18100,28,41,$0.19,1,40,https://www.olx.in/cars_c84/q-honda-wrv,,,,,,,,,,olx.in,honda,,cars c84 wrv,1
6001,canon r8,22200,34,38,$0.10,97,54,https://www.olx.in/en-in/electronics-appliances_c99/q-r8,,,,,,,,,,olx.in,r8,,en electronics appliances c99,1
6002,bpo explain,18100,69,38,$14.02,1,36,https://www.olx.in/item/bpo-telecaller-c164-part-time-in-anna-nagar-chennai-iid-1840387571,Chennai,,,,Chennai,,,,,olx.in,bpo,,item telecaller c164 part time anna nagar iid 1840387571,1
6003,bookbag nike,18100,45,38,$0.04,100,29,https://www.olx.in/item/men-c1793-adidas-duramo-shoe-nike-gymsack-travel-backpack-2-jackets-5-watche-in-electronic-city-phase-i-bengaluru-iid-1840320238,Bengaluru,,,,Bengaluru,Electronic City,Tourism,Travel & Tourism,Tourism,olx.in,nike,,item men c1793 adidas duramo shoe gymsack backpack jackets watche phase iid 1840320238,1
6004,vespa price,18100,20,77,$0.01,2,24,https://www.olx.in/en-in/scooters_c1413/q-vespa,,,,,,,,,,olx.in,vespa,,en scooters c1413,1
6005,wooden pallet bed,12100,2,2932,$0.08,90,24,https://www.olx.in/en-in/furniture_c628/q-pallet,,,,,,,,,,olx.in,pallet,,en furniture c628,1
6006,wood pallet for bed,18100,5,1192,$0.06,97,25,https://www.olx.in/en-in/furniture_c628/q-pallet,,,,,,,,,,olx.in,pallet,,en furniture c628,1
6007,vidyamandir classes study material,18100,4,1761,$0,1,10,https://www.olx.in/books_c453/q-vmc,,,,,,,,,,olx.in,,,books c453 vmc,1
6008,rx 6600,18100,38,38,$0.01,80,48,https://www.olx.in/en-in/items/q-graphic-card-rx-6600,,,,,,,,,,olx.in,rx 6600,,en items graphic card,1
6009,royal enfield classic 350 black,49500,9,463,$0.14,1,20,https://www.olx.in/en-in/motorcycles_c81/q-classic-350-black,,,,,,,,,,olx.in,classic 350 black,,en motorcycles c81,1
6010,restaurants in gachibowli hyderabad,14800,73,38,$0.04,9,21,https://www.olx.in/gachibowli_g5338955/furniture_c628,,,,,,,,,,olx.in,gachibowli,,g5338955 furniture c628,1
6011,rental flat near me,18100,5,2932,$0.12,34,24,https://www.olx.in/for-rent-houses-apartments_c1723,,,,,,,,,,olx.in,,,rent houses apartments c1723,1
6012,rado watches and price in india,18100,28,38,$0.11,70,35,https://www.olx.in/men_c1793/q-rado-watches,,,,,,,,,,olx.in,rado watches,,men c1793,1
6013,titan watch edge for men,18100,30,38,$0.03,100,22,https://www.olx.in/men_c1793/q-titan-edge,,,,,,,,,,olx.in,titan edge men,,c1793,1
6014,surya vihar,14800,37,38,$0.49,5,24,https://www.olx.in/haryana_g2001155/properties_c3/q-surya-vihar,,Haryana,India,North,,,,,,olx.in,surya vihar,,g2001155 properties c3,1
6015,suit and coat,18100,44,38,$0.02,48,28,https://www.olx.in/item/men-c1793-premium-coat-suit-for-sale-size-issue-never-worn-in-3rd-mile-dimapur-iid-1840268132,,,,,,,,,,olx.in,suit coat,,item men c1793 premium sale size issue never worn 3rd mile dimapur iid 1840268132,1
6016,stickering designs,18100,83,38,$0.06,15,29,https://www.olx.in/item/commercial-other-vehicles-c85-others-in-promenade-road-bengaluru-iid-1840271762,Bengaluru,,,,Bengaluru,,,,,olx.in,,,item commercial other vehicles c85 others promenade road iid 1840271762,1
6017,mercedes benz suv gle,18100,32,38,$0.64,6,32,https://www.olx.in/en-in/cars_c84/q-mercedes-gle,,,,,,,,,,olx.in,mercedes gle,,en cars c84,1
6018,massey tractor,18100,31,38,$0.16,1,24,https://www.olx.in/en-in/commercial-other-vehicles_c85/q-massey-tractors,,,,,,,,,,olx.in,massey,,en commercial other vehicles c85 tractors,1
6019,massager chair price,18100,26,41,$0.09,100,20,https://www.olx.in/furniture_c628/q-massage-chair,,,,,,,,,,olx.in,chair,,furniture c628 massage,1
6020,manali new town,22200,22,77,$0.06,5,21,https://www.olx.in/en-in/chennai_g4059162/properties_c3/q-manali-new-town,Chennai,,,,Chennai,,,,,olx.in,manali new town,,en g4059162 properties c3,1
6021,log in olx,18100,1,5502,$0,1,38,https://www.olx.in/account,,,,,,,,,,olx.in,,,account,1
6022,lighting mirror,18100,72,38,$0.02,99,46,https://www.olx.in/item/other-household-items-c293-dressing-mirror-with-built-in-light-and-storage-box-in-gujrawala-nagar-delhi-iid-1840375621,Delhi,Delhi,India,North,Delhi,,,,,olx.in,mirror,,item other household items c293 dressing built light storage box gujrawala nagar iid 1840375621,1
6023,laptop with graphics card,18100,29,38,$0.12,83,35,https://www.olx.in/computers-laptops_c1505/q-graphics-card-laptop,,,,,,,,,,olx.in,laptop graphics card,,computers laptops c1505,1
6024,kundli to sonipat,18100,38,38,$0,2,19,https://www.olx.in/en-in/kundli_g4394391/q-sonipat-haryana,,Haryana,India,North,,,,,,olx.in,kundli sonipat,,en g4394391,1
6025,konkan beaches,14800,85,38,$0.17,1,23,https://www.olx.in/tours-travel_c356,,,,,,,Tourism,Travel & Tourism,Tourism,olx.in,,,c356,1
6026,jobs in trichy,22200,6,848,$0.04,9,22,https://www.olx.in/tiruchirappalli_g4059220/jobs_c4,Tiruchirappalli,,,,Tiruchirappalli,,,,,olx.in,jobs,,g4059220 c4,1
6027,job vacancy in gurgaon,18100,9,356,$0.09,38,22,https://www.olx.in/gurgaon_g4058748/jobs_c4,Gurugram,,,,Gurugram,,,,,olx.in,gurgaon,,g4058748 jobs c4,1
6028,job offer trichy,18100,5,1192,$0.04,10,28,https://www.olx.in/tiruchirappalli_g4059220/jobs_c4,Tiruchirappalli,,,,Tiruchirappalli,,,,,olx.in,,,g4059220 jobs c4,1
6029,job in ahmedabad,22200,8,611,$0.05,27,28,https://www.olx.in/ahmedabad_g4058677/jobs_c4,Ahmedabad,,,,Ahmedabad,,,,,olx.in,,,g4058677 jobs c4,1
6030,jio reliance router,18100,20,77,$0.06,31,22,https://www.olx.in/en-in/mobiles_c1411/q-jio-router,,,,,,,,,,olx.in,jio router,,en mobiles c1411,1
6031,iphone 7 128gb bill,14800,4,2932,$0,1,26,https://www.olx.in/iphone-mobile-phones_c1453/q-7-with-bill,,,,,,,,,,olx.in,iphone bill,,mobile phones c1453,1
6032,indore recruitment,18100,11,271,$0.07,28,20,https://www.olx.in/indore_g4058916/jobs_c4,Indore,,,,Indore,,,,,olx.in,,,g4058916 jobs c4,1
6033,indore job vacancy,18100,7,611,$0.07,28,23,https://www.olx.in/indore_g4058916/jobs_c4,Indore,,,,Indore,,,,,olx.in,,,g4058916 jobs c4,1
6034,pc motherboard price,18100,15,164,$0.01,71,40,https://www.olx.in/en-in/computer-accessories_c1515/q-motherboard,,,,,,,,,,olx.in,motherboard,,en computer accessories c1515,1
6035,pc monitor dell,18100,19,92,$0.12,100,28,https://www.olx.in/en-in/computers-laptops_c1505/q-dell-monitor,,,,,,,,,,olx.in,monitor dell,,en computers laptops c1505,1
6036,part time online jobs home,18100,14,164,$0,1,36,https://www.olx.in/en-in/kerala_g2001160/q-online-jobs-part-time,,Kerala,India,South,,,,,,olx.in,part time online jobs,,en g2001160,1
6037,part time jobs in hyderabad india,18100,7,611,$0.12,1,21,https://www.olx.in/en-in/hyderabad_g4058526/jobs_c4/q-part-time,Hyderabad,,,,Hyderabad,,,,,olx.in,part time jobs,,en g4058526 c4,1
6038,online part time jobs home,18100,16,106,$0,1,33,https://www.olx.in/en-in/ludhiana_g4059085/jobs_c4?filter=work_mode_eq_work_from_home,Ludhiana,,,,Ludhiana,,,,,olx.in,jobs,,en g4059085 c4,1
6039,online part time jobs from home,18100,15,135,$0,1,27,https://www.olx.in/en-in/ludhiana_g4059085/jobs_c4?filter=work_mode_eq_work_from_home,Ludhiana,,,,Ludhiana,,,,,olx.in,jobs,,en g4059085 c4,1
6040,online home part time jobs,18100,12,271,$0,1,26,https://www.olx.in/en-in/ludhiana_g4059085/jobs_c4?filter=work_mode_eq_work_from_home,Ludhiana,,,,Ludhiana,,,,,olx.in,jobs,,en g4059085 c4,1
6041,olx up lucknow,18100,1,5502,$0,1,19,https://www.olx.in/lucknow_g4059306,Lucknow,,,,Lucknow,,,,,olx.in,,,g4059306,1
6042,olx thiruvananthapuram,18100,1,5502,$0,1,23,https://www.olx.in/thiruvananthapuram_g4058889,Thiruvananthapuram,,,,Thiruvananthapuram,,,,,olx.in,,,g4058889,1
6043,olx cars delhi,18100,1,5502,$0.10,12,22,https://www.olx.in/delhi_g4058659/cars_c84,Delhi,Delhi,India,North,Delhi,,,,,olx.in,cars,,g4058659 c84,1
6044,office chairs under 2000,18100,17,164,$0.02,70,32,https://www.olx.in/sofa-dining_c1593/q-office-chair,,,,,,,Restaurant,Food & Dining,Food & Dining,olx.in,office,,sofa c1593 chair,1
6045,nissan gtr cost in india,18100,42,38,$0.01,1,40,https://www.olx.in/cars_c84/q-gtr,,,,,,,,,,olx.in,gtr,,cars c84,1
6046,ninja z900,22200,26,43,$0.01,1,25,https://www.olx.in/motorcycles_c81/q-kawasaki-z900,,,,,,,,,,olx.in,z900,,motorcycles c81 kawasaki,1
6047,nagpur vacancy,18100,15,106,$0.03,17,29,https://www.olx.in/en-in/nagpur_g4058998/jobs_c4,Nagpur,,,,Nagpur,,,,,olx.in,,,en g4058998 jobs c4,1
6048,clearance and sale,22200,78,38,$0.04,10,29,https://www.olx.in/en-in/mumbai_g4058997/q-stock-clearance,Mumbai,,,,Mumbai,,,,,olx.in,clearance,,en g4058997 stock,1
6049,cell phone cell,18100,9,611,$0.04,40,87,https://www.olx.in/en-in/mobile-phones_c1453,,,,,,,,,,olx.in,,,en mobile phones c1453,1
6050,c 75,18100,48,38,$0.01,83,52,https://www.olx.in/item/mobile-phones-c1453-used-xiaomi-in-jharwa-gorakhpur-iid-1840282375,,,,,,,,,,olx.in,,,item mobile phones c1453 used xiaomi jharwa gorakhpur iid 1840282375,1
6051,bmw i8 price in india,18100,23,48,$3.58,1,11,https://www.olx.in/cars_c84/q-bmw-i8?filter=make_eq_bmw,,,,,,,,,,olx.in,bmw i8,,cars c84,1
6052,e scooters near me,14800,30,38,$0.17,16,38,https://www.olx.in/scooters_c1413/q-electric-scooter,,,,,,,,,,olx.in,scooters,,c1413 electric scooter,1
6053,desktop pc price,14800,18,106,$0.06,97,48,https://www.olx.in/en-in/computers-laptops_c1505/q-desktop-computer-price,,,,,,,,,,olx.in,desktop price,,en computers laptops c1505 computer,1
6054,desktop monitor for gaming,18100,61,38,$0.05,97,58,https://www.olx.in/item/computers-laptops-c1505-computerdesktop-used-others-in-singanallur-coimbatore-iid-1840328175,Coimbatore,,,,Coimbatore,,,,,olx.in,,,item computers laptops c1505 computerdesktop used others singanallur iid 1840328175,1
6055,desktop computer price,14800,17,106,$0.16,98,47,https://www.olx.in/en-in/computers-laptops_c1505/q-desktop-computer-price,,,,,,,,,,olx.in,desktop computer price,,en computers laptops c1505,1
